Region,"Softwood/
Hardwood","Saw log/
Pulpwood/
All","Year after 
production","Fraction: 
in use","Fraction: 
landfills","Fraction: 
energy","Fraction: 
emitted"
North Central,Softwood,Saw log,0,0.630,0.000,0.249,0.121
North Central,Softwood,Saw log,1,0.599,0.016,0.257,0.127
North Central,Softwood,Saw log,2,0.570,0.032,0.265,0.133
North Central,Softwood,Saw log,3,0.544,0.045,0.272,0.138
North Central,Softwood,Saw log,4,0.520,0.058,0.279,0.143
North Central,Softwood,Saw log,5,0.499,0.069,0.285,0.147
North Central,Softwood,Saw log,6,0.478,0.080,0.291,0.151
North Central,Softwood,Saw log,7,0.459,0.090,0.296,0.154
North Central,Softwood,Saw log,8,0.442,0.099,0.301,0.158
North Central,Softwood,Saw log,9,0.425,0.107,0.306,0.162
North Central,Softwood,Saw log,10,0.410,0.115,0.310,0.165
North Central,Softwood,Saw log,11,0.396,0.122,0.314,0.168
North Central,Softwood,Saw log,12,0.383,0.129,0.318,0.171
North Central,Softwood,Saw log,13,0.371,0.135,0.321,0.173
North Central,Softwood,Saw log,14,0.359,0.140,0.324,0.176
North Central,Softwood,Saw log,15,0.349,0.145,0.327,0.178
North Central,Softwood,Saw log,16,0.339,0.150,0.330,0.181
North Central,Softwood,Saw log,17,0.330,0.154,0.332,0.183
North Central,Softwood,Saw log,18,0.322,0.159,0.335,0.185
North Central,Softwood,Saw log,19,0.313,0.162,0.337,0.187
North Central,Softwood,Saw log,20,0.306,0.166,0.339,0.189
North Central,Softwood,Saw log,21,0.298,0.170,0.341,0.191
North Central,Softwood,Saw log,22,0.291,0.173,0.343,0.193
North Central,Softwood,Saw log,23,0.285,0.176,0.345,0.195
North Central,Softwood,Saw log,24,0.278,0.179,0.347,0.196
North Central,Softwood,Saw log,25,0.272,0.181,0.348,0.198
North Central,Softwood,Saw log,26,0.266,0.184,0.350,0.200
North Central,Softwood,Saw log,27,0.260,0.186,0.352,0.201
North Central,Softwood,Saw log,28,0.255,0.189,0.353,0.203
North Central,Softwood,Saw log,29,0.250,0.191,0.355,0.205
North Central,Softwood,Saw log,30,0.245,0.193,0.356,0.206
North Central,Softwood,Saw log,31,0.240,0.195,0.357,0.208
North Central,Softwood,Saw log,32,0.235,0.197,0.359,0.209
North Central,Softwood,Saw log,33,0.231,0.199,0.360,0.211
North Central,Softwood,Saw log,34,0.226,0.201,0.361,0.212
North Central,Softwood,Saw log,35,0.222,0.202,0.362,0.213
North Central,Softwood,Saw log,36,0.218,0.204,0.363,0.215
North Central,Softwood,Saw log,37,0.214,0.205,0.364,0.216
North Central,Softwood,Saw log,38,0.211,0.207,0.365,0.217
North Central,Softwood,Saw log,39,0.207,0.208,0.366,0.219
North Central,Softwood,Saw log,40,0.203,0.210,0.367,0.220
North Central,Softwood,Saw log,41,0.200,0.211,0.368,0.221
North Central,Softwood,Saw log,42,0.197,0.212,0.369,0.222
North Central,Softwood,Saw log,43,0.193,0.213,0.370,0.224
North Central,Softwood,Saw log,44,0.190,0.215,0.370,0.225
North Central,Softwood,Saw log,45,0.187,0.216,0.371,0.226
North Central,Softwood,Saw log,46,0.184,0.217,0.372,0.227
North Central,Softwood,Saw log,47,0.181,0.218,0.373,0.228
North Central,Softwood,Saw log,48,0.179,0.219,0.373,0.229
North Central,Softwood,Saw log,49,0.176,0.220,0.374,0.230
North Central,Softwood,Saw log,50,0.173,0.221,0.374,0.231
North Central,Softwood,Saw log,51,0.171,0.222,0.375,0.232
North Central,Softwood,Saw log,52,0.168,0.223,0.376,0.233
North Central,Softwood,Saw log,53,0.166,0.224,0.376,0.234
North Central,Softwood,Saw log,54,0.163,0.224,0.377,0.235
North Central,Softwood,Saw log,55,0.161,0.225,0.377,0.236
North Central,Softwood,Saw log,56,0.159,0.226,0.378,0.237
North Central,Softwood,Saw log,57,0.157,0.227,0.378,0.238
North Central,Softwood,Saw log,58,0.155,0.228,0.379,0.239
North Central,Softwood,Saw log,59,0.153,0.228,0.379,0.240
North Central,Softwood,Saw log,60,0.151,0.229,0.379,0.241
North Central,Softwood,Saw log,61,0.149,0.230,0.380,0.242
North Central,Softwood,Saw log,62,0.147,0.231,0.380,0.243
North Central,Softwood,Saw log,63,0.145,0.231,0.380,0.244
North Central,Softwood,Saw log,64,0.143,0.232,0.381,0.244
North Central,Softwood,Saw log,65,0.141,0.233,0.381,0.245
North Central,Softwood,Saw log,66,0.139,0.233,0.381,0.246
North Central,Softwood,Saw log,67,0.138,0.234,0.382,0.247
North Central,Softwood,Saw log,68,0.136,0.235,0.382,0.248
North Central,Softwood,Saw log,69,0.134,0.235,0.382,0.248
North Central,Softwood,Saw log,70,0.133,0.236,0.382,0.249
North Central,Softwood,Saw log,71,0.131,0.236,0.383,0.250
North Central,Softwood,Saw log,72,0.129,0.237,0.383,0.251
North Central,Softwood,Saw log,73,0.128,0.237,0.383,0.252
North Central,Softwood,Saw log,74,0.126,0.238,0.383,0.252
North Central,Softwood,Saw log,75,0.125,0.239,0.383,0.253
North Central,Softwood,Saw log,76,0.124,0.239,0.384,0.254
North Central,Softwood,Saw log,77,0.122,0.240,0.384,0.254
North Central,Softwood,Saw log,78,0.121,0.240,0.384,0.255
North Central,Softwood,Saw log,79,0.119,0.241,0.384,0.256
North Central,Softwood,Saw log,80,0.118,0.241,0.384,0.257
North Central,Softwood,Saw log,81,0.117,0.242,0.384,0.257
North Central,Softwood,Saw log,82,0.115,0.242,0.384,0.258
North Central,Softwood,Saw log,83,0.114,0.243,0.384,0.259
North Central,Softwood,Saw log,84,0.113,0.243,0.385,0.259
North Central,Softwood,Saw log,85,0.112,0.244,0.385,0.260
North Central,Softwood,Saw log,86,0.111,0.244,0.385,0.261
North Central,Softwood,Saw log,87,0.109,0.245,0.385,0.261
North Central,Softwood,Saw log,88,0.108,0.245,0.385,0.262
North Central,Softwood,Saw log,89,0.107,0.246,0.385,0.263
North Central,Softwood,Saw log,90,0.106,0.246,0.385,0.263
North Central,Softwood,Saw log,91,0.105,0.246,0.385,0.264
North Central,Softwood,Saw log,92,0.104,0.247,0.385,0.264
North Central,Softwood,Saw log,93,0.103,0.247,0.385,0.265
North Central,Softwood,Saw log,94,0.102,0.248,0.385,0.266
North Central,Softwood,Saw log,95,0.101,0.248,0.385,0.266
North Central,Softwood,Saw log,96,0.100,0.249,0.385,0.267
North Central,Softwood,Saw log,97,0.099,0.249,0.385,0.267
North Central,Softwood,Saw log,98,0.098,0.249,0.385,0.268
North Central,Softwood,Saw log,99,0.097,0.250,0.385,0.268
North Central,Softwood,Saw log,100,0.096,0.250,0.385,0.269
North Central,Softwood,Pulpwood,0,0.514,0.000,0.305,0.180
North Central,Softwood,Pulpwood,1,0.438,0.025,0.332,0.204
North Central,Softwood,Pulpwood,2,0.374,0.046,0.356,0.223
North Central,Softwood,Pulpwood,3,0.320,0.063,0.377,0.240
North Central,Softwood,Pulpwood,4,0.274,0.077,0.396,0.254
North Central,Softwood,Pulpwood,5,0.235,0.088,0.411,0.266
North Central,Softwood,Pulpwood,6,0.200,0.097,0.425,0.278
North Central,Softwood,Pulpwood,7,0.170,0.105,0.437,0.288
North Central,Softwood,Pulpwood,8,0.143,0.112,0.448,0.297
North Central,Softwood,Pulpwood,9,0.118,0.118,0.458,0.306
North Central,Softwood,Pulpwood,10,0.096,0.122,0.467,0.314
North Central,Softwood,Pulpwood,11,0.079,0.125,0.474,0.321
North Central,Softwood,Pulpwood,12,0.066,0.127,0.480,0.327
North Central,Softwood,Pulpwood,13,0.055,0.128,0.485,0.332
North Central,Softwood,Pulpwood,14,0.047,0.128,0.489,0.336
North Central,Softwood,Pulpwood,15,0.041,0.127,0.491,0.340
North Central,Softwood,Pulpwood,16,0.036,0.126,0.494,0.344
North Central,Softwood,Pulpwood,17,0.032,0.125,0.496,0.347
North Central,Softwood,Pulpwood,18,0.029,0.124,0.497,0.349
North Central,Softwood,Pulpwood,19,0.027,0.123,0.499,0.352
North Central,Softwood,Pulpwood,20,0.024,0.121,0.500,0.354
North Central,Softwood,Pulpwood,21,0.023,0.120,0.501,0.357
North Central,Softwood,Pulpwood,22,0.022,0.118,0.502,0.359
North Central,Softwood,Pulpwood,23,0.021,0.116,0.502,0.360
North Central,Softwood,Pulpwood,24,0.020,0.115,0.503,0.362
North Central,Softwood,Pulpwood,25,0.020,0.113,0.503,0.364
North Central,Softwood,Pulpwood,26,0.019,0.112,0.503,0.366
North Central,Softwood,Pulpwood,27,0.019,0.111,0.504,0.367
North Central,Softwood,Pulpwood,28,0.018,0.109,0.504,0.369
North Central,Softwood,Pulpwood,29,0.018,0.108,0.504,0.370
North Central,Softwood,Pulpwood,30,0.018,0.107,0.504,0.372
North Central,Softwood,Pulpwood,31,0.017,0.105,0.504,0.373
North Central,Softwood,Pulpwood,32,0.017,0.104,0.504,0.374
North Central,Softwood,Pulpwood,33,0.017,0.103,0.504,0.376
North Central,Softwood,Pulpwood,34,0.017,0.102,0.504,0.377
North Central,Softwood,Pulpwood,35,0.016,0.101,0.504,0.378
North Central,Softwood,Pulpwood,36,0.016,0.100,0.504,0.379
North Central,Softwood,Pulpwood,37,0.016,0.099,0.504,0.380
North Central,Softwood,Pulpwood,38,0.016,0.099,0.504,0.381
North Central,Softwood,Pulpwood,39,0.015,0.098,0.504,0.382
North Central,Softwood,Pulpwood,40,0.015,0.097,0.504,0.383
North Central,Softwood,Pulpwood,41,0.015,0.096,0.504,0.384
North Central,Softwood,Pulpwood,42,0.015,0.096,0.504,0.385
North Central,Softwood,Pulpwood,43,0.015,0.095,0.504,0.386
North Central,Softwood,Pulpwood,44,0.015,0.094,0.504,0.387
North Central,Softwood,Pulpwood,45,0.014,0.094,0.504,0.387
North Central,Softwood,Pulpwood,46,0.014,0.093,0.504,0.388
North Central,Softwood,Pulpwood,47,0.014,0.093,0.504,0.389
North Central,Softwood,Pulpwood,48,0.014,0.092,0.504,0.389
North Central,Softwood,Pulpwood,49,0.014,0.092,0.504,0.390
North Central,Softwood,Pulpwood,50,0.014,0.091,0.504,0.391
North Central,Softwood,Pulpwood,51,0.013,0.091,0.504,0.391
North Central,Softwood,Pulpwood,52,0.013,0.091,0.504,0.392
North Central,Softwood,Pulpwood,53,0.013,0.090,0.504,0.392
North Central,Softwood,Pulpwood,54,0.013,0.090,0.504,0.393
North Central,Softwood,Pulpwood,55,0.013,0.089,0.504,0.393
North Central,Softwood,Pulpwood,56,0.013,0.089,0.504,0.394
North Central,Softwood,Pulpwood,57,0.013,0.089,0.504,0.394
North Central,Softwood,Pulpwood,58,0.012,0.089,0.504,0.395
North Central,Softwood,Pulpwood,59,0.012,0.088,0.504,0.395
North Central,Softwood,Pulpwood,60,0.012,0.088,0.504,0.395
North Central,Softwood,Pulpwood,61,0.012,0.088,0.504,0.396
North Central,Softwood,Pulpwood,62,0.012,0.088,0.504,0.396
North Central,Softwood,Pulpwood,63,0.012,0.087,0.504,0.397
North Central,Softwood,Pulpwood,64,0.012,0.087,0.504,0.397
North Central,Softwood,Pulpwood,65,0.012,0.087,0.504,0.397
North Central,Softwood,Pulpwood,66,0.011,0.087,0.504,0.397
North Central,Softwood,Pulpwood,67,0.011,0.087,0.504,0.398
North Central,Softwood,Pulpwood,68,0.011,0.086,0.504,0.398
North Central,Softwood,Pulpwood,69,0.011,0.086,0.504,0.398
North Central,Softwood,Pulpwood,70,0.011,0.086,0.504,0.399
North Central,Softwood,Pulpwood,71,0.011,0.086,0.504,0.399
North Central,Softwood,Pulpwood,72,0.011,0.086,0.504,0.399
North Central,Softwood,Pulpwood,73,0.011,0.086,0.504,0.399
North Central,Softwood,Pulpwood,74,0.011,0.086,0.504,0.399
North Central,Softwood,Pulpwood,75,0.010,0.086,0.504,0.400
North Central,Softwood,Pulpwood,76,0.010,0.085,0.504,0.400
North Central,Softwood,Pulpwood,77,0.010,0.085,0.504,0.400
North Central,Softwood,Pulpwood,78,0.010,0.085,0.504,0.400
North Central,Softwood,Pulpwood,79,0.010,0.085,0.504,0.400
North Central,Softwood,Pulpwood,80,0.010,0.085,0.504,0.401
North Central,Softwood,Pulpwood,81,0.010,0.085,0.504,0.401
North Central,Softwood,Pulpwood,82,0.010,0.085,0.504,0.401
North Central,Softwood,Pulpwood,83,0.010,0.085,0.504,0.401
North Central,Softwood,Pulpwood,84,0.010,0.085,0.504,0.401
North Central,Softwood,Pulpwood,85,0.009,0.085,0.504,0.401
North Central,Softwood,Pulpwood,86,0.009,0.085,0.504,0.401
North Central,Softwood,Pulpwood,87,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,88,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,89,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,90,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,91,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,92,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,93,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,94,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,95,0.009,0.085,0.504,0.402
North Central,Softwood,Pulpwood,96,0.009,0.085,0.504,0.403
North Central,Softwood,Pulpwood,97,0.008,0.084,0.504,0.403
North Central,Softwood,Pulpwood,98,0.008,0.084,0.504,0.403
North Central,Softwood,Pulpwood,99,0.008,0.084,0.504,0.403
North Central,Softwood,Pulpwood,100,0.008,0.084,0.504,0.403
North Central,Hardwood,Saw log,0,0.585,0.000,0.253,0.162
North Central,Hardwood,Saw log,1,0.544,0.024,0.262,0.170
North Central,Hardwood,Saw log,2,0.507,0.046,0.271,0.177
North Central,Hardwood,Saw log,3,0.473,0.065,0.279,0.183
North Central,Hardwood,Saw log,4,0.443,0.082,0.286,0.189
North Central,Hardwood,Saw log,5,0.416,0.097,0.293,0.194
North Central,Hardwood,Saw log,6,0.391,0.111,0.299,0.199
North Central,Hardwood,Saw log,7,0.368,0.124,0.305,0.203
North Central,Hardwood,Saw log,8,0.347,0.135,0.310,0.208
North Central,Hardwood,Saw log,9,0.328,0.146,0.315,0.212
North Central,Hardwood,Saw log,10,0.310,0.155,0.320,0.216
North Central,Hardwood,Saw log,11,0.294,0.163,0.324,0.219
North Central,Hardwood,Saw log,12,0.279,0.171,0.328,0.222
North Central,Hardwood,Saw log,13,0.266,0.177,0.331,0.225
North Central,Hardwood,Saw log,14,0.254,0.184,0.335,0.228
North Central,Hardwood,Saw log,15,0.242,0.189,0.338,0.231
North Central,Hardwood,Saw log,16,0.232,0.194,0.341,0.234
North Central,Hardwood,Saw log,17,0.222,0.199,0.343,0.236
North Central,Hardwood,Saw log,18,0.213,0.203,0.346,0.238
North Central,Hardwood,Saw log,19,0.205,0.207,0.348,0.240
North Central,Hardwood,Saw log,20,0.197,0.210,0.350,0.243
North Central,Hardwood,Saw log,21,0.190,0.213,0.352,0.245
North Central,Hardwood,Saw log,22,0.183,0.216,0.354,0.247
North Central,Hardwood,Saw log,23,0.176,0.219,0.356,0.248
North Central,Hardwood,Saw log,24,0.170,0.221,0.358,0.250
North Central,Hardwood,Saw log,25,0.165,0.224,0.360,0.252
North Central,Hardwood,Saw log,26,0.159,0.226,0.361,0.254
North Central,Hardwood,Saw log,27,0.154,0.228,0.363,0.255
North Central,Hardwood,Saw log,28,0.149,0.230,0.364,0.257
North Central,Hardwood,Saw log,29,0.144,0.231,0.366,0.258
North Central,Hardwood,Saw log,30,0.140,0.233,0.367,0.260
North Central,Hardwood,Saw log,31,0.136,0.234,0.368,0.261
North Central,Hardwood,Saw log,32,0.132,0.236,0.370,0.263
North Central,Hardwood,Saw log,33,0.128,0.237,0.371,0.264
North Central,Hardwood,Saw log,34,0.124,0.238,0.372,0.265
North Central,Hardwood,Saw log,35,0.121,0.239,0.373,0.267
North Central,Hardwood,Saw log,36,0.118,0.241,0.374,0.268
North Central,Hardwood,Saw log,37,0.114,0.242,0.375,0.269
North Central,Hardwood,Saw log,38,0.111,0.242,0.376,0.270
North Central,Hardwood,Saw log,39,0.108,0.243,0.377,0.271
North Central,Hardwood,Saw log,40,0.106,0.244,0.378,0.272
North Central,Hardwood,Saw log,41,0.103,0.245,0.378,0.274
North Central,Hardwood,Saw log,42,0.100,0.246,0.379,0.275
North Central,Hardwood,Saw log,43,0.098,0.247,0.380,0.276
North Central,Hardwood,Saw log,44,0.095,0.247,0.381,0.277
North Central,Hardwood,Saw log,45,0.093,0.248,0.381,0.278
North Central,Hardwood,Saw log,46,0.091,0.249,0.382,0.279
North Central,Hardwood,Saw log,47,0.089,0.249,0.383,0.280
North Central,Hardwood,Saw log,48,0.087,0.250,0.383,0.280
North Central,Hardwood,Saw log,49,0.085,0.250,0.384,0.281
North Central,Hardwood,Saw log,50,0.083,0.251,0.384,0.282
North Central,Hardwood,Saw log,51,0.081,0.251,0.385,0.283
North Central,Hardwood,Saw log,52,0.079,0.252,0.385,0.284
North Central,Hardwood,Saw log,53,0.077,0.252,0.386,0.285
North Central,Hardwood,Saw log,54,0.075,0.253,0.386,0.285
North Central,Hardwood,Saw log,55,0.074,0.253,0.387,0.286
North Central,Hardwood,Saw log,56,0.072,0.254,0.387,0.287
North Central,Hardwood,Saw log,57,0.071,0.254,0.388,0.288
North Central,Hardwood,Saw log,58,0.069,0.254,0.388,0.288
North Central,Hardwood,Saw log,59,0.068,0.255,0.388,0.289
North Central,Hardwood,Saw log,60,0.066,0.255,0.389,0.290
North Central,Hardwood,Saw log,61,0.065,0.256,0.389,0.290
North Central,Hardwood,Saw log,62,0.064,0.256,0.389,0.291
North Central,Hardwood,Saw log,63,0.062,0.256,0.390,0.292
North Central,Hardwood,Saw log,64,0.061,0.257,0.390,0.292
North Central,Hardwood,Saw log,65,0.060,0.257,0.390,0.293
North Central,Hardwood,Saw log,66,0.059,0.257,0.390,0.294
North Central,Hardwood,Saw log,67,0.057,0.258,0.391,0.294
North Central,Hardwood,Saw log,68,0.056,0.258,0.391,0.295
North Central,Hardwood,Saw log,69,0.055,0.258,0.391,0.295
North Central,Hardwood,Saw log,70,0.054,0.259,0.391,0.296
North Central,Hardwood,Saw log,71,0.053,0.259,0.391,0.297
North Central,Hardwood,Saw log,72,0.052,0.259,0.392,0.297
North Central,Hardwood,Saw log,73,0.051,0.259,0.392,0.298
North Central,Hardwood,Saw log,74,0.050,0.260,0.392,0.298
North Central,Hardwood,Saw log,75,0.049,0.260,0.392,0.299
North Central,Hardwood,Saw log,76,0.048,0.260,0.392,0.299
North Central,Hardwood,Saw log,77,0.047,0.261,0.392,0.300
North Central,Hardwood,Saw log,78,0.047,0.261,0.392,0.300
North Central,Hardwood,Saw log,79,0.046,0.261,0.393,0.301
North Central,Hardwood,Saw log,80,0.045,0.261,0.393,0.301
North Central,Hardwood,Saw log,81,0.044,0.261,0.393,0.302
North Central,Hardwood,Saw log,82,0.043,0.262,0.393,0.302
North Central,Hardwood,Saw log,83,0.043,0.262,0.393,0.303
North Central,Hardwood,Saw log,84,0.042,0.262,0.393,0.303
North Central,Hardwood,Saw log,85,0.041,0.262,0.393,0.304
North Central,Hardwood,Saw log,86,0.040,0.263,0.393,0.304
North Central,Hardwood,Saw log,87,0.040,0.263,0.393,0.304
North Central,Hardwood,Saw log,88,0.039,0.263,0.393,0.305
North Central,Hardwood,Saw log,89,0.038,0.263,0.393,0.305
North Central,Hardwood,Saw log,90,0.038,0.263,0.393,0.306
North Central,Hardwood,Saw log,91,0.037,0.264,0.393,0.306
North Central,Hardwood,Saw log,92,0.036,0.264,0.393,0.306
North Central,Hardwood,Saw log,93,0.036,0.264,0.393,0.307
North Central,Hardwood,Saw log,94,0.035,0.264,0.393,0.307
North Central,Hardwood,Saw log,95,0.035,0.264,0.393,0.308
North Central,Hardwood,Saw log,96,0.034,0.265,0.393,0.308
North Central,Hardwood,Saw log,97,0.033,0.265,0.393,0.308
North Central,Hardwood,Saw log,98,0.033,0.265,0.393,0.309
North Central,Hardwood,Saw log,99,0.032,0.265,0.393,0.309
North Central,Hardwood,Saw log,100,0.032,0.265,0.393,0.309
North Central,Hardwood,Pulpwood,0,0.685,0.000,0.165,0.150
North Central,Hardwood,Pulpwood,1,0.630,0.020,0.181,0.169
North Central,Hardwood,Pulpwood,2,0.582,0.038,0.196,0.184
North Central,Hardwood,Pulpwood,3,0.541,0.052,0.209,0.198
North Central,Hardwood,Pulpwood,4,0.506,0.064,0.219,0.210
North Central,Hardwood,Pulpwood,5,0.476,0.075,0.229,0.220
North Central,Hardwood,Pulpwood,6,0.448,0.084,0.237,0.230
North Central,Hardwood,Pulpwood,7,0.424,0.092,0.245,0.239
North Central,Hardwood,Pulpwood,8,0.401,0.099,0.252,0.247
North Central,Hardwood,Pulpwood,9,0.381,0.106,0.259,0.255
North Central,Hardwood,Pulpwood,10,0.362,0.111,0.265,0.262
North Central,Hardwood,Pulpwood,11,0.347,0.116,0.269,0.268
North Central,Hardwood,Pulpwood,12,0.334,0.120,0.273,0.273
North Central,Hardwood,Pulpwood,13,0.323,0.122,0.277,0.277
North Central,Hardwood,Pulpwood,14,0.314,0.125,0.280,0.281
North Central,Hardwood,Pulpwood,15,0.306,0.127,0.282,0.285
North Central,Hardwood,Pulpwood,16,0.300,0.128,0.284,0.288
North Central,Hardwood,Pulpwood,17,0.294,0.129,0.286,0.291
North Central,Hardwood,Pulpwood,18,0.288,0.130,0.288,0.294
North Central,Hardwood,Pulpwood,19,0.283,0.132,0.289,0.296
North Central,Hardwood,Pulpwood,20,0.278,0.132,0.291,0.299
North Central,Hardwood,Pulpwood,21,0.274,0.133,0.292,0.301
North Central,Hardwood,Pulpwood,22,0.270,0.134,0.293,0.303
North Central,Hardwood,Pulpwood,23,0.266,0.135,0.294,0.305
North Central,Hardwood,Pulpwood,24,0.263,0.135,0.295,0.307
North Central,Hardwood,Pulpwood,25,0.259,0.136,0.296,0.309
North Central,Hardwood,Pulpwood,26,0.256,0.136,0.297,0.311
North Central,Hardwood,Pulpwood,27,0.253,0.137,0.298,0.312
North Central,Hardwood,Pulpwood,28,0.250,0.137,0.299,0.314
North Central,Hardwood,Pulpwood,29,0.247,0.138,0.299,0.316
North Central,Hardwood,Pulpwood,30,0.244,0.138,0.300,0.317
North Central,Hardwood,Pulpwood,31,0.241,0.139,0.301,0.319
North Central,Hardwood,Pulpwood,32,0.239,0.140,0.301,0.320
North Central,Hardwood,Pulpwood,33,0.236,0.140,0.302,0.322
North Central,Hardwood,Pulpwood,34,0.233,0.141,0.303,0.323
North Central,Hardwood,Pulpwood,35,0.231,0.141,0.303,0.325
North Central,Hardwood,Pulpwood,36,0.228,0.142,0.304,0.326
North Central,Hardwood,Pulpwood,37,0.226,0.142,0.304,0.328
North Central,Hardwood,Pulpwood,38,0.224,0.143,0.305,0.329
North Central,Hardwood,Pulpwood,39,0.221,0.144,0.305,0.330
North Central,Hardwood,Pulpwood,40,0.219,0.144,0.306,0.331
North Central,Hardwood,Pulpwood,41,0.217,0.145,0.306,0.333
North Central,Hardwood,Pulpwood,42,0.214,0.145,0.306,0.334
North Central,Hardwood,Pulpwood,43,0.212,0.146,0.307,0.335
North Central,Hardwood,Pulpwood,44,0.210,0.146,0.307,0.336
North Central,Hardwood,Pulpwood,45,0.208,0.147,0.308,0.337
North Central,Hardwood,Pulpwood,46,0.206,0.148,0.308,0.339
North Central,Hardwood,Pulpwood,47,0.204,0.148,0.308,0.340
North Central,Hardwood,Pulpwood,48,0.202,0.149,0.309,0.341
North Central,Hardwood,Pulpwood,49,0.200,0.149,0.309,0.342
North Central,Hardwood,Pulpwood,50,0.198,0.150,0.309,0.343
North Central,Hardwood,Pulpwood,51,0.196,0.150,0.310,0.344
North Central,Hardwood,Pulpwood,52,0.194,0.151,0.310,0.345
North Central,Hardwood,Pulpwood,53,0.192,0.152,0.310,0.346
North Central,Hardwood,Pulpwood,54,0.190,0.152,0.310,0.347
North Central,Hardwood,Pulpwood,55,0.189,0.153,0.311,0.348
North Central,Hardwood,Pulpwood,56,0.187,0.153,0.311,0.349
North Central,Hardwood,Pulpwood,57,0.185,0.154,0.311,0.350
North Central,Hardwood,Pulpwood,58,0.183,0.155,0.311,0.351
North Central,Hardwood,Pulpwood,59,0.182,0.155,0.312,0.352
North Central,Hardwood,Pulpwood,60,0.180,0.156,0.312,0.353
North Central,Hardwood,Pulpwood,61,0.178,0.156,0.312,0.353
North Central,Hardwood,Pulpwood,62,0.177,0.157,0.312,0.354
North Central,Hardwood,Pulpwood,63,0.175,0.157,0.312,0.355
North Central,Hardwood,Pulpwood,64,0.173,0.158,0.313,0.356
North Central,Hardwood,Pulpwood,65,0.172,0.159,0.313,0.357
North Central,Hardwood,Pulpwood,66,0.170,0.159,0.313,0.358
North Central,Hardwood,Pulpwood,67,0.169,0.160,0.313,0.359
North Central,Hardwood,Pulpwood,68,0.167,0.160,0.313,0.359
North Central,Hardwood,Pulpwood,69,0.166,0.161,0.313,0.360
North Central,Hardwood,Pulpwood,70,0.164,0.161,0.313,0.361
North Central,Hardwood,Pulpwood,71,0.163,0.162,0.314,0.362
North Central,Hardwood,Pulpwood,72,0.161,0.163,0.314,0.362
North Central,Hardwood,Pulpwood,73,0.160,0.163,0.314,0.363
North Central,Hardwood,Pulpwood,74,0.159,0.164,0.314,0.364
North Central,Hardwood,Pulpwood,75,0.157,0.164,0.314,0.365
North Central,Hardwood,Pulpwood,76,0.156,0.165,0.314,0.365
North Central,Hardwood,Pulpwood,77,0.154,0.165,0.314,0.366
North Central,Hardwood,Pulpwood,78,0.153,0.166,0.314,0.367
North Central,Hardwood,Pulpwood,79,0.152,0.166,0.314,0.368
North Central,Hardwood,Pulpwood,80,0.150,0.167,0.314,0.368
North Central,Hardwood,Pulpwood,81,0.149,0.167,0.314,0.369
North Central,Hardwood,Pulpwood,82,0.148,0.168,0.315,0.370
North Central,Hardwood,Pulpwood,83,0.147,0.168,0.315,0.370
North Central,Hardwood,Pulpwood,84,0.145,0.169,0.315,0.371
North Central,Hardwood,Pulpwood,85,0.144,0.170,0.315,0.372
North Central,Hardwood,Pulpwood,86,0.143,0.170,0.315,0.372
North Central,Hardwood,Pulpwood,87,0.142,0.171,0.315,0.373
North Central,Hardwood,Pulpwood,88,0.141,0.171,0.315,0.374
North Central,Hardwood,Pulpwood,89,0.139,0.172,0.315,0.374
North Central,Hardwood,Pulpwood,90,0.138,0.172,0.315,0.375
North Central,Hardwood,Pulpwood,91,0.137,0.173,0.315,0.375
North Central,Hardwood,Pulpwood,92,0.136,0.173,0.315,0.376
North Central,Hardwood,Pulpwood,93,0.135,0.174,0.315,0.377
North Central,Hardwood,Pulpwood,94,0.134,0.174,0.315,0.377
North Central,Hardwood,Pulpwood,95,0.133,0.175,0.315,0.378
North Central,Hardwood,Pulpwood,96,0.131,0.175,0.315,0.378
North Central,Hardwood,Pulpwood,97,0.130,0.175,0.315,0.379
North Central,Hardwood,Pulpwood,98,0.129,0.176,0.315,0.380
North Central,Hardwood,Pulpwood,99,0.128,0.176,0.315,0.380
North Central,Hardwood,Pulpwood,100,0.127,0.177,0.315,0.381
Northeast,Softwood,Saw log,0,0.569,0.000,0.240,0.190
Northeast,Softwood,Saw log,1,0.542,0.014,0.246,0.197
Northeast,Softwood,Saw log,2,0.517,0.027,0.252,0.203
Northeast,Softwood,Saw log,3,0.495,0.039,0.257,0.209
Northeast,Softwood,Saw log,4,0.474,0.050,0.262,0.214
Northeast,Softwood,Saw log,5,0.455,0.060,0.266,0.219
Northeast,Softwood,Saw log,6,0.438,0.069,0.270,0.223
Northeast,Softwood,Saw log,7,0.422,0.078,0.274,0.227
Northeast,Softwood,Saw log,8,0.406,0.085,0.277,0.231
Northeast,Softwood,Saw log,9,0.392,0.093,0.281,0.235
Northeast,Softwood,Saw log,10,0.379,0.099,0.284,0.238
