Region,"Softwood/
Hardwood","Saw log/
Pulpwood/
All","Year after 
production","Fraction: 
in use","Fraction: 
landfills","Fraction: 
energy","Fraction: 
emitted"
Pacific Northwest; Westside,Hardwood,All,46,0.074,0.166,0.442,0.317
Pacific Northwest; Westside,Hardwood,All,47,0.073,0.166,0.443,0.318
Pacific Northwest; Westside,Hardwood,All,48,0.071,0.167,0.443,0.319
Pacific Northwest; Westside,Hardwood,All,49,0.070,0.167,0.443,0.319
Pacific Northwest; Westside,Hardwood,All,50,0.069,0.167,0.444,0.320
Pacific Northwest; Westside,Hardwood,All,51,0.067,0.168,0.444,0.321
Pacific Northwest; Westside,Hardwood,All,52,0.066,0.168,0.444,0.322
Pacific Northwest; Westside,Hardwood,All,53,0.065,0.168,0.445,0.323
Pacific Northwest; Westside,Hardwood,All,54,0.063,0.168,0.445,0.323
Pacific Northwest; Westside,Hardwood,All,55,0.062,0.169,0.445,0.324
Pacific Northwest; Westside,Hardwood,All,56,0.061,0.169,0.445,0.325
Pacific Northwest; Westside,Hardwood,All,57,0.060,0.169,0.446,0.325
Pacific Northwest; Westside,Hardwood,All,58,0.059,0.169,0.446,0.326
Pacific Northwest; Westside,Hardwood,All,59,0.058,0.170,0.446,0.327
Pacific Northwest; Westside,Hardwood,All,60,0.057,0.170,0.446,0.327
Pacific Northwest; Westside,Hardwood,All,61,0.056,0.170,0.446,0.328
Pacific Northwest; Westside,Hardwood,All,62,0.055,0.170,0.446,0.329
Pacific Northwest; Westside,Hardwood,All,63,0.054,0.171,0.447,0.329
Pacific Northwest; Westside,Hardwood,All,64,0.053,0.171,0.447,0.330
Pacific Northwest; Westside,Hardwood,All,65,0.052,0.171,0.447,0.330
Pacific Northwest; Westside,Hardwood,All,66,0.051,0.171,0.447,0.331
Pacific Northwest; Westside,Hardwood,All,67,0.050,0.171,0.447,0.331
Pacific Northwest; Westside,Hardwood,All,68,0.049,0.172,0.447,0.332
Pacific Northwest; Westside,Hardwood,All,69,0.048,0.172,0.447,0.333
Pacific Northwest; Westside,Hardwood,All,70,0.048,0.172,0.447,0.333
Pacific Northwest; Westside,Hardwood,All,71,0.047,0.172,0.447,0.334
Pacific Northwest; Westside,Hardwood,All,72,0.046,0.172,0.447,0.334
Pacific Northwest; Westside,Hardwood,All,73,0.045,0.173,0.447,0.335
Pacific Northwest; Westside,Hardwood,All,74,0.044,0.173,0.447,0.335
Pacific Northwest; Westside,Hardwood,All,75,0.044,0.173,0.447,0.336
Pacific Northwest; Westside,Hardwood,All,76,0.043,0.173,0.447,0.336
Pacific Northwest; Westside,Hardwood,All,77,0.042,0.173,0.447,0.337
Pacific Northwest; Westside,Hardwood,All,78,0.042,0.174,0.447,0.337
Pacific Northwest; Westside,Hardwood,All,79,0.041,0.174,0.448,0.338
Pacific Northwest; Westside,Hardwood,All,80,0.040,0.174,0.448,0.338
Pacific Northwest; Westside,Hardwood,All,81,0.040,0.174,0.448,0.339
Pacific Northwest; Westside,Hardwood,All,82,0.039,0.174,0.448,0.339
Pacific Northwest; Westside,Hardwood,All,83,0.038,0.175,0.448,0.339
Pacific Northwest; Westside,Hardwood,All,84,0.038,0.175,0.448,0.340
Pacific Northwest; Westside,Hardwood,All,85,0.037,0.175,0.448,0.340
Pacific Northwest; Westside,Hardwood,All,86,0.037,0.175,0.448,0.341
Pacific Northwest; Westside,Hardwood,All,87,0.036,0.175,0.448,0.341
Pacific Northwest; Westside,Hardwood,All,88,0.036,0.175,0.448,0.341
Pacific Northwest; Westside,Hardwood,All,89,0.035,0.176,0.448,0.342
Pacific Northwest; Westside,Hardwood,All,90,0.035,0.176,0.448,0.342
Pacific Northwest; Westside,Hardwood,All,91,0.034,0.176,0.448,0.343
Pacific Northwest; Westside,Hardwood,All,92,0.033,0.176,0.448,0.343
Pacific Northwest; Westside,Hardwood,All,93,0.033,0.176,0.448,0.343
Pacific Northwest; Westside,Hardwood,All,94,0.033,0.176,0.448,0.344
Pacific Northwest; Westside,Hardwood,All,95,0.032,0.177,0.448,0.344
Pacific Northwest; Westside,Hardwood,All,96,0.032,0.177,0.448,0.344
Pacific Northwest; Westside,Hardwood,All,97,0.031,0.177,0.448,0.345
Pacific Northwest; Westside,Hardwood,All,98,0.031,0.177,0.448,0.345
Pacific Northwest; Westside,Hardwood,All,99,0.030,0.177,0.448,0.345
Pacific Northwest; Westside,Hardwood,All,100,0.030,0.177,0.448,0.345
Pacific Southwest,Softwood,All,0,0.675,0.000,0.170,0.156
Pacific Southwest,Softwood,All,1,0.637,0.018,0.180,0.166
Pacific Southwest,Softwood,All,2,0.602,0.034,0.189,0.175
Pacific Southwest,Softwood,All,3,0.572,0.048,0.197,0.183
Pacific Southwest,Softwood,All,4,0.545,0.061,0.204,0.191
Pacific Southwest,Softwood,All,5,0.521,0.072,0.210,0.197
Pacific Southwest,Softwood,All,6,0.498,0.082,0.216,0.204
Pacific Southwest,Softwood,All,7,0.478,0.092,0.221,0.209
Pacific Southwest,Softwood,All,8,0.458,0.101,0.226,0.215
Pacific Southwest,Softwood,All,9,0.440,0.109,0.231,0.220
Pacific Southwest,Softwood,All,10,0.424,0.116,0.235,0.225
Pacific Southwest,Softwood,All,11,0.409,0.123,0.239,0.229
Pacific Southwest,Softwood,All,12,0.396,0.128,0.242,0.233
Pacific Southwest,Softwood,All,13,0.384,0.134,0.245,0.237
Pacific Southwest,Softwood,All,14,0.373,0.139,0.248,0.240
Pacific Southwest,Softwood,All,15,0.363,0.143,0.250,0.243
Pacific Southwest,Softwood,All,16,0.354,0.147,0.253,0.246
Pacific Southwest,Softwood,All,17,0.346,0.151,0.255,0.249
Pacific Southwest,Softwood,All,18,0.338,0.154,0.257,0.252
Pacific Southwest,Softwood,All,19,0.330,0.157,0.259,0.254
Pacific Southwest,Softwood,All,20,0.323,0.161,0.260,0.257
Pacific Southwest,Softwood,All,21,0.316,0.163,0.262,0.259
Pacific Southwest,Softwood,All,22,0.309,0.166,0.263,0.261
Pacific Southwest,Softwood,All,23,0.303,0.169,0.265,0.263
Pacific Southwest,Softwood,All,24,0.297,0.171,0.266,0.265
Pacific Southwest,Softwood,All,25,0.292,0.173,0.268,0.267
Pacific Southwest,Softwood,All,26,0.286,0.176,0.269,0.269
Pacific Southwest,Softwood,All,27,0.281,0.178,0.270,0.271
Pacific Southwest,Softwood,All,28,0.276,0.180,0.271,0.273
Pacific Southwest,Softwood,All,29,0.271,0.182,0.272,0.275
Pacific Southwest,Softwood,All,30,0.266,0.183,0.273,0.277
Pacific Southwest,Softwood,All,31,0.262,0.185,0.274,0.279
Pacific Southwest,Softwood,All,32,0.257,0.187,0.275,0.280
Pacific Southwest,Softwood,All,33,0.253,0.189,0.276,0.282
Pacific Southwest,Softwood,All,34,0.249,0.190,0.277,0.284
Pacific Southwest,Softwood,All,35,0.245,0.192,0.278,0.285
Pacific Southwest,Softwood,All,36,0.241,0.193,0.279,0.287
Pacific Southwest,Softwood,All,37,0.237,0.194,0.280,0.288
Pacific Southwest,Softwood,All,38,0.234,0.196,0.281,0.290
Pacific Southwest,Softwood,All,39,0.230,0.197,0.281,0.291
Pacific Southwest,Softwood,All,40,0.226,0.198,0.282,0.293
Pacific Southwest,Softwood,All,41,0.223,0.200,0.283,0.294
Pacific Southwest,Softwood,All,42,0.220,0.201,0.283,0.296
Pacific Southwest,Softwood,All,43,0.217,0.202,0.284,0.297
Pacific Southwest,Softwood,All,44,0.213,0.203,0.285,0.299
Pacific Southwest,Softwood,All,45,0.210,0.204,0.285,0.300
Pacific Southwest,Softwood,All,46,0.207,0.206,0.286,0.301
Pacific Southwest,Softwood,All,47,0.205,0.207,0.286,0.302
Pacific Southwest,Softwood,All,48,0.202,0.208,0.287,0.304
Pacific Southwest,Softwood,All,49,0.199,0.209,0.287,0.305
Pacific Southwest,Softwood,All,50,0.196,0.210,0.288,0.306
Pacific Southwest,Softwood,All,51,0.194,0.211,0.288,0.307
Pacific Southwest,Softwood,All,52,0.191,0.212,0.289,0.308
Pacific Southwest,Softwood,All,53,0.189,0.212,0.289,0.310
Pacific Southwest,Softwood,All,54,0.186,0.213,0.290,0.311
Pacific Southwest,Softwood,All,55,0.184,0.214,0.290,0.312
Pacific Southwest,Softwood,All,56,0.181,0.215,0.290,0.313
Pacific Southwest,Softwood,All,57,0.179,0.216,0.291,0.314
Pacific Southwest,Softwood,All,58,0.177,0.217,0.291,0.315
Pacific Southwest,Softwood,All,59,0.175,0.218,0.291,0.316
Pacific Southwest,Softwood,All,60,0.173,0.218,0.292,0.317
Pacific Southwest,Softwood,All,61,0.170,0.219,0.292,0.318
Pacific Southwest,Softwood,All,62,0.168,0.220,0.292,0.319
Pacific Southwest,Softwood,All,63,0.166,0.221,0.293,0.320
Pacific Southwest,Softwood,All,64,0.164,0.221,0.293,0.321
Pacific Southwest,Softwood,All,65,0.162,0.222,0.293,0.322
Pacific Southwest,Softwood,All,66,0.161,0.223,0.293,0.323
Pacific Southwest,Softwood,All,67,0.159,0.224,0.294,0.324
Pacific Southwest,Softwood,All,68,0.157,0.224,0.294,0.325
Pacific Southwest,Softwood,All,69,0.155,0.225,0.294,0.326
Pacific Southwest,Softwood,All,70,0.153,0.226,0.294,0.327
Pacific Southwest,Softwood,All,71,0.152,0.226,0.294,0.328
Pacific Southwest,Softwood,All,72,0.150,0.227,0.295,0.329
Pacific Southwest,Softwood,All,73,0.148,0.228,0.295,0.329
Pacific Southwest,Softwood,All,74,0.147,0.228,0.295,0.330
Pacific Southwest,Softwood,All,75,0.145,0.229,0.295,0.331
Pacific Southwest,Softwood,All,76,0.143,0.230,0.295,0.332
Pacific Southwest,Softwood,All,77,0.142,0.230,0.295,0.333
Pacific Southwest,Softwood,All,78,0.140,0.231,0.295,0.334
Pacific Southwest,Softwood,All,79,0.139,0.231,0.295,0.334
Pacific Southwest,Softwood,All,80,0.137,0.232,0.296,0.335
Pacific Southwest,Softwood,All,81,0.136,0.233,0.296,0.336
Pacific Southwest,Softwood,All,82,0.134,0.233,0.296,0.337
Pacific Southwest,Softwood,All,83,0.133,0.234,0.296,0.338
Pacific Southwest,Softwood,All,84,0.131,0.234,0.296,0.338
Pacific Southwest,Softwood,All,85,0.130,0.235,0.296,0.339
Pacific Southwest,Softwood,All,86,0.129,0.235,0.296,0.340
Pacific Southwest,Softwood,All,87,0.127,0.236,0.296,0.341
Pacific Southwest,Softwood,All,88,0.126,0.237,0.296,0.341
Pacific Southwest,Softwood,All,89,0.125,0.237,0.296,0.342
Pacific Southwest,Softwood,All,90,0.124,0.238,0.296,0.343
Pacific Southwest,Softwood,All,91,0.122,0.238,0.296,0.343
Pacific Southwest,Softwood,All,92,0.121,0.239,0.296,0.344
Pacific Southwest,Softwood,All,93,0.120,0.239,0.296,0.345
Pacific Southwest,Softwood,All,94,0.119,0.240,0.296,0.345
Pacific Southwest,Softwood,All,95,0.117,0.240,0.296,0.346
Pacific Southwest,Softwood,All,96,0.116,0.241,0.296,0.347
Pacific Southwest,Softwood,All,97,0.115,0.241,0.296,0.347
Pacific Southwest,Softwood,All,98,0.114,0.242,0.296,0.348
Pacific Southwest,Softwood,All,99,0.113,0.242,0.296,0.349
Pacific Southwest,Softwood,All,100,0.112,0.243,0.296,0.349
Rocky Mountain,Softwood,All,0,0.704,0.000,0.209,0.087
Rocky Mountain,Softwood,All,1,0.664,0.019,0.223,0.094
Rocky Mountain,Softwood,All,2,0.628,0.036,0.235,0.101
Rocky Mountain,Softwood,All,3,0.595,0.051,0.247,0.107
Rocky Mountain,Softwood,All,4,0.567,0.065,0.256,0.112
Rocky Mountain,Softwood,All,5,0.541,0.077,0.265,0.118
Rocky Mountain,Softwood,All,6,0.517,0.088,0.273,0.122
Rocky Mountain,Softwood,All,7,0.495,0.098,0.280,0.127
Rocky Mountain,Softwood,All,8,0.474,0.107,0.287,0.131
Rocky Mountain,Softwood,All,9,0.455,0.116,0.294,0.135
Rocky Mountain,Softwood,All,10,0.438,0.124,0.300,0.139
Rocky Mountain,Softwood,All,11,0.422,0.131,0.305,0.142
Rocky Mountain,Softwood,All,12,0.408,0.137,0.309,0.145
Rocky Mountain,Softwood,All,13,0.395,0.143,0.313,0.148
Rocky Mountain,Softwood,All,14,0.384,0.148,0.317,0.151
Rocky Mountain,Softwood,All,15,0.373,0.152,0.320,0.154
Rocky Mountain,Softwood,All,16,0.364,0.157,0.323,0.156
Rocky Mountain,Softwood,All,17,0.354,0.161,0.326,0.159
Rocky Mountain,Softwood,All,18,0.346,0.164,0.329,0.161
Rocky Mountain,Softwood,All,19,0.338,0.168,0.331,0.163
Rocky Mountain,Softwood,All,20,0.330,0.171,0.333,0.165
Rocky Mountain,Softwood,All,21,0.323,0.174,0.335,0.168
Rocky Mountain,Softwood,All,22,0.316,0.177,0.337,0.170
Rocky Mountain,Softwood,All,23,0.310,0.180,0.339,0.172
Rocky Mountain,Softwood,All,24,0.303,0.182,0.341,0.173
Rocky Mountain,Softwood,All,25,0.297,0.185,0.343,0.175
Rocky Mountain,Softwood,All,26,0.292,0.187,0.344,0.177
Rocky Mountain,Softwood,All,27,0.286,0.189,0.346,0.179
Rocky Mountain,Softwood,All,28,0.281,0.191,0.347,0.181
Rocky Mountain,Softwood,All,29,0.276,0.193,0.349,0.182
Rocky Mountain,Softwood,All,30,0.271,0.195,0.350,0.184
Rocky Mountain,Softwood,All,31,0.266,0.197,0.351,0.186
Rocky Mountain,Softwood,All,32,0.261,0.199,0.352,0.187
Rocky Mountain,Softwood,All,33,0.257,0.200,0.354,0.189
Rocky Mountain,Softwood,All,34,0.253,0.202,0.355,0.191
Rocky Mountain,Softwood,All,35,0.248,0.204,0.356,0.192
Rocky Mountain,Softwood,All,36,0.244,0.205,0.357,0.194
Rocky Mountain,Softwood,All,37,0.240,0.207,0.358,0.195
Rocky Mountain,Softwood,All,38,0.237,0.208,0.359,0.197
Rocky Mountain,Softwood,All,39,0.233,0.209,0.360,0.198
Rocky Mountain,Softwood,All,40,0.229,0.211,0.360,0.200
Rocky Mountain,Softwood,All,41,0.226,0.212,0.361,0.201
Rocky Mountain,Softwood,All,42,0.222,0.213,0.362,0.202
Rocky Mountain,Softwood,All,43,0.219,0.214,0.363,0.204
Rocky Mountain,Softwood,All,44,0.216,0.216,0.363,0.205
Rocky Mountain,Softwood,All,45,0.213,0.217,0.364,0.207
Rocky Mountain,Softwood,All,46,0.210,0.218,0.365,0.208
Rocky Mountain,Softwood,All,47,0.207,0.219,0.365,0.209
Rocky Mountain,Softwood,All,48,0.204,0.220,0.366,0.210
Rocky Mountain,Softwood,All,49,0.201,0.221,0.366,0.212
Rocky Mountain,Softwood,All,50,0.198,0.222,0.367,0.213
Rocky Mountain,Softwood,All,51,0.195,0.223,0.368,0.214
Rocky Mountain,Softwood,All,52,0.193,0.224,0.368,0.215
Rocky Mountain,Softwood,All,53,0.190,0.225,0.368,0.217
Rocky Mountain,Softwood,All,54,0.188,0.226,0.369,0.218
Rocky Mountain,Softwood,All,55,0.185,0.227,0.369,0.219
Rocky Mountain,Softwood,All,56,0.183,0.227,0.370,0.220
Rocky Mountain,Softwood,All,57,0.180,0.228,0.370,0.221
Rocky Mountain,Softwood,All,58,0.178,0.229,0.370,0.222
Rocky Mountain,Softwood,All,59,0.176,0.230,0.371,0.223
Rocky Mountain,Softwood,All,60,0.174,0.231,0.371,0.225
Rocky Mountain,Softwood,All,61,0.172,0.232,0.371,0.226
Rocky Mountain,Softwood,All,62,0.169,0.232,0.371,0.227
Rocky Mountain,Softwood,All,63,0.167,0.233,0.372,0.228
Rocky Mountain,Softwood,All,64,0.165,0.234,0.372,0.229
Rocky Mountain,Softwood,All,65,0.163,0.235,0.372,0.230
Rocky Mountain,Softwood,All,66,0.161,0.235,0.372,0.231
Rocky Mountain,Softwood,All,67,0.160,0.236,0.372,0.232
Rocky Mountain,Softwood,All,68,0.158,0.237,0.373,0.233
Rocky Mountain,Softwood,All,69,0.156,0.237,0.373,0.234
Rocky Mountain,Softwood,All,70,0.154,0.238,0.373,0.235
Rocky Mountain,Softwood,All,71,0.152,0.239,0.373,0.236
Rocky Mountain,Softwood,All,72,0.151,0.239,0.373,0.237
Rocky Mountain,Softwood,All,73,0.149,0.240,0.373,0.238
Rocky Mountain,Softwood,All,74,0.147,0.241,0.373,0.239
Rocky Mountain,Softwood,All,75,0.146,0.241,0.373,0.240
Rocky Mountain,Softwood,All,76,0.144,0.242,0.373,0.241
Rocky Mountain,Softwood,All,77,0.142,0.243,0.373,0.242
Rocky Mountain,Softwood,All,78,0.141,0.243,0.373,0.243
Rocky Mountain,Softwood,All,79,0.139,0.244,0.373,0.243
Rocky Mountain,Softwood,All,80,0.138,0.244,0.373,0.244
Rocky Mountain,Softwood,All,81,0.136,0.245,0.373,0.245
Rocky Mountain,Softwood,All,82,0.135,0.246,0.373,0.246
Rocky Mountain,Softwood,All,83,0.133,0.246,0.373,0.247
Rocky Mountain,Softwood,All,84,0.132,0.247,0.373,0.248
Rocky Mountain,Softwood,All,85,0.131,0.247,0.373,0.249
Rocky Mountain,Softwood,All,86,0.129,0.248,0.373,0.249
Rocky Mountain,Softwood,All,87,0.128,0.248,0.373,0.250
Rocky Mountain,Softwood,All,88,0.127,0.249,0.373,0.251
Rocky Mountain,Softwood,All,89,0.125,0.249,0.373,0.252
Rocky Mountain,Softwood,All,90,0.124,0.250,0.373,0.253
Rocky Mountain,Softwood,All,91,0.123,0.251,0.373,0.253
Rocky Mountain,Softwood,All,92,0.121,0.251,0.373,0.254
Rocky Mountain,Softwood,All,93,0.120,0.252,0.373,0.255
Rocky Mountain,Softwood,All,94,0.119,0.252,0.373,0.256
Rocky Mountain,Softwood,All,95,0.118,0.253,0.373,0.256
Rocky Mountain,Softwood,All,96,0.117,0.253,0.373,0.257
Rocky Mountain,Softwood,All,97,0.116,0.254,0.373,0.258
Rocky Mountain,Softwood,All,98,0.114,0.254,0.373,0.258
Rocky Mountain,Softwood,All,99,0.113,0.254,0.373,0.259
Rocky Mountain,Softwood,All,100,0.112,0.255,0.373,0.260
South Central,Softwood,Saw log,0,0.629,0.000,0.228,0.143
South Central,Softwood,Saw log,1,0.594,0.016,0.237,0.153
South Central,Softwood,Saw log,2,0.563,0.030,0.246,0.160
South Central,Softwood,Saw log,3,0.536,0.043,0.254,0.167
South Central,Softwood,Saw log,4,0.511,0.055,0.261,0.174
South Central,Softwood,Saw log,5,0.489,0.065,0.267,0.179
South Central,Softwood,Saw log,6,0.469,0.074,0.272,0.184
South Central,Softwood,Saw log,7,0.451,0.083,0.277,0.189
South Central,Softwood,Saw log,8,0.433,0.090,0.282,0.194
South Central,Softwood,Saw log,9,0.417,0.098,0.287,0.199
South Central,Softwood,Saw log,10,0.402,0.104,0.291,0.203
South Central,Softwood,Saw log,11,0.389,0.110,0.295,0.207
South Central,Softwood,Saw log,12,0.377,0.116,0.298,0.210
South Central,Softwood,Saw log,13,0.366,0.120,0.300,0.213
South Central,Softwood,Saw log,14,0.356,0.125,0.303,0.216
South Central,Softwood,Saw log,15,0.347,0.129,0.305,0.219
South Central,Softwood,Saw log,16,0.339,0.132,0.307,0.222
South Central,Softwood,Saw log,17,0.331,0.136,0.309,0.224
South Central,Softwood,Saw log,18,0.324,0.139,0.311,0.227
South Central,Softwood,Saw log,19,0.317,0.142,0.312,0.229
South Central,Softwood,Saw log,20,0.310,0.145,0.314,0.231
South Central,Softwood,Saw log,21,0.304,0.147,0.315,0.234
South Central,Softwood,Saw log,22,0.298,0.150,0.317,0.236
South Central,Softwood,Saw log,23,0.292,0.152,0.318,0.238
South Central,Softwood,Saw log,24,0.287,0.154,0.319,0.240
South Central,Softwood,Saw log,25,0.282,0.156,0.320,0.242
South Central,Softwood,Saw log,26,0.277,0.158,0.321,0.244
South Central,Softwood,Saw log,27,0.272,0.160,0.322,0.245
South Central,Softwood,Saw log,28,0.267,0.162,0.323,0.247
South Central,Softwood,Saw log,29,0.263,0.164,0.324,0.249
South Central,Softwood,Saw log,30,0.258,0.166,0.325,0.251
South Central,Softwood,Saw log,31,0.254,0.167,0.326,0.253
South Central,Softwood,Saw log,32,0.250,0.169,0.327,0.254
South Central,Softwood,Saw log,33,0.246,0.171,0.327,0.256
South Central,Softwood,Saw log,34,0.242,0.172,0.328,0.258
South Central,Softwood,Saw log,35,0.238,0.173,0.329,0.259
South Central,Softwood,Saw log,36,0.235,0.175,0.330,0.261
South Central,Softwood,Saw log,37,0.231,0.176,0.330,0.262
South Central,Softwood,Saw log,38,0.228,0.178,0.331,0.264
South Central,Softwood,Saw log,39,0.224,0.179,0.331,0.265
South Central,Softwood,Saw log,40,0.221,0.180,0.332,0.267
South Central,Softwood,Saw log,41,0.218,0.181,0.333,0.268
South Central,Softwood,Saw log,42,0.215,0.182,0.333,0.270
South Central,Softwood,Saw log,43,0.212,0.184,0.334,0.271
South Central,Softwood,Saw log,44,0.209,0.185,0.334,0.272
South Central,Softwood,Saw log,45,0.206,0.186,0.334,0.274
South Central,Softwood,Saw log,46,0.203,0.187,0.335,0.275
South Central,Softwood,Saw log,47,0.200,0.188,0.335,0.276
South Central,Softwood,Saw log,48,0.198,0.189,0.336,0.278
South Central,Softwood,Saw log,49,0.195,0.190,0.336,0.279
South Central,Softwood,Saw log,50,0.193,0.191,0.336,0.280
South Central,Softwood,Saw log,51,0.190,0.192,0.337,0.281
South Central,Softwood,Saw log,52,0.188,0.193,0.337,0.283
South Central,Softwood,Saw log,53,0.185,0.194,0.337,0.284
South Central,Softwood,Saw log,54,0.183,0.195,0.338,0.285
South Central,Softwood,Saw log,55,0.181,0.195,0.338,0.286
South Central,Softwood,Saw log,56,0.178,0.196,0.338,0.287
South Central,Softwood,Saw log,57,0.176,0.197,0.338,0.288
South Central,Softwood,Saw log,58,0.174,0.198,0.339,0.290
South Central,Softwood,Saw log,59,0.172,0.199,0.339,0.291
South Central,Softwood,Saw log,60,0.170,0.200,0.339,0.292
South Central,Softwood,Saw log,61,0.168,0.200,0.339,0.293
South Central,Softwood,Saw log,62,0.166,0.201,0.339,0.294
South Central,Softwood,Saw log,63,0.164,0.202,0.339,0.295
South Central,Softwood,Saw log,64,0.162,0.203,0.340,0.296
South Central,Softwood,Saw log,65,0.160,0.203,0.340,0.297
South Central,Softwood,Saw log,66,0.158,0.204,0.340,0.298
South Central,Softwood,Saw log,67,0.156,0.205,0.340,0.299
South Central,Softwood,Saw log,68,0.155,0.206,0.340,0.300
South Central,Softwood,Saw log,69,0.153,0.206,0.340,0.301
South Central,Softwood,Saw log,70,0.151,0.207,0.340,0.302
South Central,Softwood,Saw log,71,0.149,0.208,0.340,0.303
South Central,Softwood,Saw log,72,0.148,0.208,0.340,0.304
South Central,Softwood,Saw log,73,0.146,0.209,0.340,0.305
South Central,Softwood,Saw log,74,0.144,0.210,0.340,0.306
South Central,Softwood,Saw log,75,0.143,0.210,0.340,0.307
South Central,Softwood,Saw log,76,0.141,0.211,0.340,0.307
South Central,Softwood,Saw log,77,0.140,0.211,0.340,0.308
South Central,Softwood,Saw log,78,0.138,0.212,0.340,0.309
South Central,Softwood,Saw log,79,0.137,0.213,0.340,0.310
South Central,Softwood,Saw log,80,0.135,0.213,0.340,0.311
South Central,Softwood,Saw log,81,0.134,0.214,0.340,0.312
South Central,Softwood,Saw log,82,0.133,0.214,0.340,0.313
South Central,Softwood,Saw log,83,0.131,0.215,0.340,0.313
South Central,Softwood,Saw log,84,0.130,0.216,0.340,0.314
South Central,Softwood,Saw log,85,0.128,0.216,0.340,0.315
South Central,Softwood,Saw log,86,0.127,0.217,0.340,0.316
South Central,Softwood,Saw log,87,0.126,0.217,0.340,0.317
South Central,Softwood,Saw log,88,0.124,0.218,0.340,0.317
South Central,Softwood,Saw log,89,0.123,0.218,0.340,0.318
South Central,Softwood,Saw log,90,0.122,0.219,0.340,0.319
South Central,Softwood,Saw log,91,0.121,0.219,0.340,0.319
South Central,Softwood,Saw log,92,0.120,0.220,0.340,0.320
South Central,Softwood,Saw log,93,0.118,0.220,0.340,0.321
South Central,Softwood,Saw log,94,0.117,0.221,0.340,0.322
South Central,Softwood,Saw log,95,0.116,0.221,0.340,0.322
South Central,Softwood,Saw log,96,0.115,0.222,0.340,0.323
South Central,Softwood,Saw log,97,0.114,0.222,0.340,0.324
South Central,Softwood,Saw log,98,0.113,0.223,0.340,0.324
South Central,Softwood,Saw log,99,0.111,0.223,0.340,0.325
South Central,Softwood,Saw log,100,0.110,0.224,0.340,0.325
South Central,Softwood,Pulpwood,0,0.570,0.000,0.266,0.164
South Central,Softwood,Pulpwood,1,0.501,0.024,0.290,0.185
South Central,Softwood,Pulpwood,2,0.442,0.043,0.312,0.203
South Central,Softwood,Pulpwood,3,0.393,0.059,0.330,0.218
South Central,Softwood,Pulpwood,4,0.350,0.073,0.346,0.231
South Central,Softwood,Pulpwood,5,0.314,0.084,0.360,0.242
South Central,Softwood,Pulpwood,6,0.282,0.093,0.373,0.253
South Central,Softwood,Pulpwood,7,0.254,0.101,0.383,0.262
South Central,Softwood,Pulpwood,8,0.228,0.108,0.394,0.271
South Central,Softwood,Pulpwood,9,0.204,0.114,0.403,0.279
South Central,Softwood,Pulpwood,10,0.184,0.118,0.411,0.287
South Central,Softwood,Pulpwood,11,0.167,0.122,0.418,0.293
South Central,Softwood,Pulpwood,12,0.154,0.124,0.423,0.298
South Central,Softwood,Pulpwood,13,0.144,0.126,0.427,0.303
South Central,Softwood,Pulpwood,14,0.135,0.126,0.431,0.307
South Central,Softwood,Pulpwood,15,0.129,0.127,0.434,0.311
South Central,Softwood,Pulpwood,16,0.123,0.127,0.436,0.314
South Central,Softwood,Pulpwood,17,0.119,0.126,0.438,0.317
South Central,Softwood,Pulpwood,18,0.115,0.126,0.440,0.320
South Central,Softwood,Pulpwood,19,0.111,0.125,0.441,0.322
South Central,Softwood,Pulpwood,20,0.108,0.125,0.443,0.325
South Central,Softwood,Pulpwood,21,0.106,0.124,0.444,0.327
South Central,Softwood,Pulpwood,22,0.104,0.123,0.445,0.329
South Central,Softwood,Pulpwood,23,0.102,0.122,0.445,0.331
South Central,Softwood,Pulpwood,24,0.100,0.121,0.446,0.332
South Central,Softwood,Pulpwood,25,0.099,0.120,0.447,0.334
South Central,Softwood,Pulpwood,26,0.098,0.120,0.447,0.336
South Central,Softwood,Pulpwood,27,0.096,0.119,0.448,0.337
South Central,Softwood,Pulpwood,28,0.095,0.118,0.448,0.339
South Central,Softwood,Pulpwood,29,0.094,0.117,0.448,0.340
South Central,Softwood,Pulpwood,30,0.093,0.117,0.449,0.342
South Central,Softwood,Pulpwood,31,0.092,0.116,0.449,0.343
South Central,Softwood,Pulpwood,32,0.091,0.115,0.449,0.345
South Central,Softwood,Pulpwood,33,0.089,0.115,0.450,0.346
South Central,Softwood,Pulpwood,34,0.088,0.114,0.450,0.347
South Central,Softwood,Pulpwood,35,0.087,0.114,0.450,0.349
South Central,Softwood,Pulpwood,36,0.086,0.114,0.450,0.350
South Central,Softwood,Pulpwood,37,0.086,0.113,0.450,0.351
South Central,Softwood,Pulpwood,38,0.085,0.113,0.450,0.352
South Central,Softwood,Pulpwood,39,0.084,0.112,0.451,0.353
South Central,Softwood,Pulpwood,40,0.083,0.112,0.451,0.354
South Central,Softwood,Pulpwood,41,0.082,0.112,0.451,0.356
South Central,Softwood,Pulpwood,42,0.081,0.112,0.451,0.357
South Central,Softwood,Pulpwood,43,0.080,0.111,0.451,0.358
South Central,Softwood,Pulpwood,44,0.079,0.111,0.451,0.359
South Central,Softwood,Pulpwood,45,0.079,0.111,0.451,0.360
South Central,Softwood,Pulpwood,46,0.078,0.111,0.451,0.361
South Central,Softwood,Pulpwood,47,0.077,0.111,0.451,0.362
South Central,Softwood,Pulpwood,48,0.076,0.110,0.451,0.363
